,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2021,X2022,X2023,X2024,X2025,X2026,X2027,X2028,X2029,X2030,X2031,X2032,X2033,X2034,X2035,X2036,X2037,X2038,X2039,X2040,X2061,X2062,X2063,X2064,X2065,X2066,X2067,X2068,X2069,X2070,X2071,X2072,X2073,X2074,X2075,X2076,X2077,X2078,X2079,X2080,OBJECTID,CTRY20CD,CTRY20NM,BNG_E,BNG_N,LONG,LAT,Shape__Are,Shape__Len,geometry,
26260,18.46702,17.838348,17.838348,18.709047,21.855608,19.522326,21.153782,20.236883,19.034658,19.620691,18.136389,18.618914,18.10231,19.666437,20.217066,20.290161,19.383638,20.429413,21.228952,19.71682,20.851423,20.648176,24.010096,20.177788,25.569216,22.540548,21.028486,21.307625,21.673521,21.487406,20.95552,23.47371,23.947947,23.47883,21.181173,22.003424,21.003801,21.769293,22.722086,21.143953,25.802652,25.556204,26.227488,27.89929,27.749466,27.543808,27.707869,27.77179,25.044333,26.423498,26.194893,29.452293,26.999985,28.30332,29.696848,28.698082,25.660706,25.557714,27.624998,29.176414,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 427500)
26261,18.48207,17.88508,17.88508,18.804893,21.881918,19.535318,21.212542,20.268244,19.072218,19.678072,18.164238,18.626741,18.142948,19.728697,20.213478,20.306932,19.42266,20.42,21.308323,19.785965,20.868881,20.678427,24.079483,20.188185,25.644613,22.573431,21.10694,21.276958,21.75805,21.50312,21.018524,23.480354,23.987265,23.568197,21.180868,22.041391,21.066076,21.792265,22.73877,21.128092,25.740038,25.648771,26.274843,28.00389,27.799768,27.57665,27.739212,27.745852,25.110456,26.515556,26.22946,29.463533,27.018534,28.379831,29.710402,28.84052,25.735716,25.618013,27.59964,29.26827,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 422500)
26262,18.32039,17.73702,17.73702,18.627895,21.667877,19.352434,21.026514,20.04875,18.995417,19.426487,18.031328,18.486002,17.998978,19.521828,20.022387,20.15669,19.307795,20.175808,21.066256,19.545904,20.678764,20.532831,23.887856,20.002813,25.504883,22.374441,20.979624,21.082632,21.60908,21.174156,20.742592,23.184896,23.688545,23.316462,21.001795,21.79848,20.864567,21.558477,22.55587,20.882864,25.499,25.516478,26.200129,27.895983,27.660576,27.428217,27.529383,27.569473,24.944717,26.42539,26.06344,29.30751,26.814535,28.202929,29.594748,28.73083,25.578835,25.519958,27.365461,29.139511,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 417500)
26263,18.397799,17.847467,17.847467,18.762259,21.82879,19.505835,21.201097,20.19262,19.149343,19.602999,18.095915,18.61315,18.119833,19.752752,20.16736,20.332281,19.348269,20.346376,21.221977,19.647137,20.87103,20.623896,24.069666,20.079819,25.707209,22.474268,21.036634,21.226076,21.780931,21.320856,20.887608,23.346441,23.867933,23.518827,21.081314,21.968208,20.973993,21.70186,22.675095,20.9448,25.723776,25.70096,26.345285,27.988966,27.744806,27.477331,27.681128,27.691315,25.115255,26.438387,26.160507,29.40508,26.957115,28.298914,29.671373,28.819994,25.768929,25.753515,27.38608,29.20156,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 412500)
26264,18.482103,17.943771,17.943771,18.89821,22.011671,19.633055,21.2619,20.33782,19.216272,19.744583,18.17634,18.707129,18.234636,19.84384,20.25268,20.406553,19.47038,20.48549,21.389864,19.74948,21.023218,20.747086,24.23915,20.167288,25.860998,22.532486,21.10668,21.316433,21.897196,21.388235,21.02197,23.503386,23.94683,23.704948,21.145472,22.085459,21.102873,21.878899,22.808641,21.072054,25.934998,25.857615,26.52254,28.072916,27.854729,27.603643,27.841589,27.814615,25.247232,26.528936,26.30042,29.546381,27.056671,28.428522,29.76558,28.939478,25.95386,25.947874,27.53576,29.323736,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 407500)
26265,18.548393,17.987633,17.987633,19.018072,22.102205,19.704874,21.31844,20.404493,19.275677,19.842314,18.210733,18.726019,18.307478,19.898378,20.300776,20.508587,19.54925,20.574629,21.506508,19.831045,21.100182,20.818176,24.33145,20.18513,25.962494,22.530272,21.162207,21.36952,21.97301,21.48757,21.167189,23.606977,24.08185,23.829096,21.185259,22.150032,21.198242,21.956354,22.909712,21.175112,25.966806,25.951897,26.53892,28.22197,27.947851,27.632513,27.9717,27.883493,25.350662,26.639578,26.404177,29.676413,27.092611,28.584572,29.850836,29.048475,26.009935,26.00918,27.686033,29.402802,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 402500)
26266,18.539728,17.939463,17.939463,18.999456,22.111742,19.686823,21.271763,20.373545,19.239279,19.799694,18.144018,18.653147,18.319185,19.87098,20.240252,20.558878,19.496813,20.597109,21.491257,19.788733,21.047539,20.738455,24.33754,20.151764,25.937431,22.466797,21.168356,21.377724,21.96582,21.484276,21.132212,23.615122,24.1038,23.841055,21.176908,22.229284,21.208408,21.98828,22.874075,21.121756,25.900545,25.977913,26.551825,28.267776,27.968613,27.655993,28.00852,28.00042,25.372522,26.702116,26.449278,29.722336,27.079935,28.597525,29.888742,29.017466,25.95012,25.968878,27.584013,29.392565,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 397500)
26267,18.212255,17.614939,17.614939,18.642172,21.831316,19.30935,20.95401,20.015099,18.89723,19.48176,17.800798,18.28704,18.005066,19.52993,19.918558,20.187696,19.15985,20.2516,21.195307,19.392553,20.6813,20.374105,24.007849,19.835564,25.543634,22.107666,20.801315,21.007307,21.626472,21.197824,20.76797,23.325739,23.766668,23.549965,20.898376,21.98825,21.008795,21.716187,22.508657,20.765383,25.60021,25.64176,26.323952,27.922714,27.623434,27.363054,27.703629,27.680689,25.046316,26.46296,26.173986,29.446547,26.777262,28.246729,29.60698,28.617453,25.620275,25.699738,27.289759,29.146421,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 392500)
26268,18.212412,17.604681,17.604681,18.61043,21.784708,19.23825,20.883894,19.994152,18.861177,19.393286,17.799906,18.28824,17.951933,19.45326,19.940649,20.11843,19.112503,20.18152,21.137758,19.361721,20.715195,20.353659,23.93585,19.843554,25.499166,22.018698,20.772486,20.940842,21.610262,21.146158,20.729723,23.304472,23.69277,23.490393,20.854498,21.929308,20.973337,21.70064,22.501755,20.725786,25.617048,25.648752,26.338919,27.9506,27.641088,27.35369,27.667046,27.663414,25.051615,26.53949,26.199057,29.490133,26.851225,28.287424,29.647768,28.617935,25.645584,25.707191,27.35962,29.187225,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 387500)
26269,18.297035,17.646122,17.646122,18.706003,21.82366,19.263174,20.879982,20.065765,18.909431,19.407907,17.802881,18.32759,18.026638,19.486137,19.953087,20.165266,19.168013,20.216589,21.160072,19.38941,20.803312,20.4232,24.007187,19.885313,25.504807,22.12114,20.87108,21.014772,21.622337,21.234175,20.823595,23.370565,23.695929,23.531412,20.828608,21.95498,20.978325,21.737335,22.53436,20.72424,25.67177,25.724142,26.37145,27.998114,27.753029,27.392954,27.769539,27.70461,25.10032,26.576406,26.264694,29.619715,26.945196,28.353302,29.682009,28.695465,25.695826,25.802885,27.413895,29.21715,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 382500)
26270,18.287046,17.590921,17.590921,18.659407,21.768494,19.184269,20.75275,19.969742,18.821291,19.352755,17.664686,18.242327,17.975588,19.422224,19.836002,20.091848,19.135508,20.124527,21.077677,19.333464,20.668642,20.37281,23.937103,19.798597,25.429281,22.04245,20.800417,20.932983,21.52521,21.171856,20.697313,23.273046,23.540415,23.4673,20.76721,21.87516,20.901354,21.603653,22.48215,20.63814,25.598547,25.646576,26.280632,27.932022,27.641006,27.323202,27.697586,27.66098,25.002321,26.52115,26.21607,29.564613,26.92952,28.275763,29.603758,28.657257,25.677673,25.750504,27.383324,29.133001,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 377500)
26271,18.311483,17.691975,17.691975,18.724546,21.827219,19.220102,20.78371,20.042486,18.907015,19.513647,17.65034,18.27585,18.040712,19.504099,19.866041,20.156487,19.218143,20.19295,21.197151,19.4448,20.673605,20.466486,24.022741,19.837664,25.491346,22.062674,20.843557,20.92674,21.572617,21.279604,20.815382,23.358856,23.575468,23.584188,20.80839,22.001167,20.990133,21.680923,22.601355,20.605082,25.60399,25.707336,26.350355,28.028427,27.703348,27.389938,27.784004,27.79801,25.098366,26.623001,26.319647,29.660698,27.056051,28.380602,29.635468,28.714914,25.786474,25.776114,27.417572,29.148493,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 372500)
26272,18.38894,17.778786,17.778786,18.798252,21.877495,19.299154,20.810036,20.076408,18.941004,19.588379,17.712822,18.261343,18.084467,19.497854,19.892225,20.246977,19.325907,20.26863,21.281797,19.4356,20.675966,20.562647,24.087416,19.824837,25.584694,22.177351,20.869865,20.940273,21.650187,21.361853,20.937435,23.386307,23.559319,23.669693,20.854273,22.074854,21.127813,21.744505,22.694864,20.717712,25.636393,25.793333,26.362234,28.124117,27.799734,27.456488,27.86263,27.809568,25.169222,26.70143,26.417376,29.767252,27.145376,28.512701,29.705202,28.902369,25.828436,25.793222,27.493393,29.197578,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 367500)
26273,18.394924,17.734215,17.734215,18.747025,21.816874,19.206514,20.730982,19.968664,18.891249,19.583426,17.673212,18.20003,18.01631,19.449179,19.876005,20.207956,19.249468,20.205482,21.255875,19.35338,20.698694,20.5207,24.090734,19.75847,25.560272,22.09672,20.805563,20.900805,21.618166,21.284151,20.900637,23.35431,23.478582,23.61059,20.754393,22.119041,21.124334,21.675962,22.663206,20.76164,25.631407,25.794909,26.365538,28.107027,27.792458,27.409508,27.822815,27.708609,25.142477,26.711006,26.380579,29.770609,27.177114,28.509012,29.678886,28.901619,25.872711,25.770485,27.503744,29.160065,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 362500)
26274,18.123436,17.37954,17.37954,18.398756,21.53568,18.804998,20.427813,19.635847,18.57197,19.265965,17.378996,17.899788,17.71235,19.133034,19.557775,19.852602,18.912552,19.8999,20.92903,19.029108,20.453493,20.186247,23.759293,19.38941,25.271217,21.778105,20.542124,20.553776,21.26534,20.9042,20.571808,22.994436,23.163933,23.282959,20.450039,21.865316,20.769476,21.418243,22.387724,20.437693,25.283806,25.4965,26.115515,27.858637,27.516184,27.041044,27.508451,27.380045,24.906204,26.475218,26.04184,29.503233,26.933998,28.184908,29.421402,28.546312,25.533442,25.535543,27.26227,28.891962,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 357500)
26275,18.228157,17.43827,17.43827,18.447647,21.635893,18.821356,20.571218,19.762743,18.6092,19.327227,17.437584,17.92026,17.787195,19.253302,19.625853,19.916294,18.968071,19.946451,20.972033,19.076218,20.482775,20.206642,23.807775,19.416016,25.374735,21.95658,20.610708,20.574318,21.30259,20.925268,20.618444,22.984543,23.204666,23.307861,20.526598,21.895662,20.860458,21.412354,22.47696,20.497772,25.32253,25.520905,26.174555,28.055893,27.650558,27.184355,27.558725,27.425514,24.99296,26.598158,26.198011,29.558287,27.085556,28.223364,29.53338,28.616028,25.562096,25.669214,27.386168,28.98646,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 352500)
26276,18.747164,17.940622,17.940622,18.977163,22.14324,19.297623,21.060865,20.295143,19.06611,19.817877,17.943602,18.38803,18.307491,19.697378,20.154795,20.404768,19.499872,20.467096,21.441885,19.618225,20.996704,20.750204,24.347864,19.880224,25.89067,22.538446,21.171602,21.07421,21.799913,21.43558,21.069918,23.44639,23.614088,23.866287,21.043234,22.411545,21.36692,21.921175,22.998543,21.028555,25.768051,25.98924,26.718386,28.589684,28.160378,27.773767,28.144714,27.891447,25.562119,27.103384,26.74231,30.092468,27.70756,28.775953,30.062836,29.206284,26.09366,26.278128,27.974302,29.559486,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 347500)
26277,19.130114,18.324768,18.324768,19.385002,22.561905,19.679285,21.443077,20.695349,19.452715,20.137589,18.356977,18.743305,18.689676,20.029488,20.54923,20.807013,19.870943,20.836266,21.824652,19.970797,21.380304,21.16542,24.69702,20.267677,26.296572,22.954338,21.592623,21.482271,22.155891,21.768364,21.43238,23.785645,23.978842,24.185808,21.483894,22.814405,21.813553,22.201578,23.399912,21.41131,26.104948,26.38585,27.13048,28.958254,28.547232,28.13346,28.572329,28.32059,25.980387,27.494951,27.0484,30.458405,28.078812,29.193476,30.4649,29.649893,26.491854,26.699768,28.372574,29.947409,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 342500)
26278,19.34999,18.598982,18.598982,19.632505,22.783304,19.922173,21.67158,20.915964,19.725782,20.368223,18.54228,18.989815,18.91825,20.276247,20.783949,21.023394,20.081106,21.06057,22.081316,20.194433,21.571516,21.399805,24.954725,20.534721,26.584612,23.223349,21.882635,21.74277,22.342062,21.944113,21.61307,23.942978,24.162222,24.415445,21.729883,23.068338,22.092218,22.420576,23.633627,21.661509,26.333948,26.643484,27.41952,29.193268,28.86283,28.323288,28.769571,28.61735,26.275198,27.802572,27.299513,30.710762,28.401892,29.440552,30.749296,29.927923,26.76375,26.987032,28.586426,30.187887,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 337500)
26279,19.41023,18.714178,18.714178,19.663588,22.84984,19.987177,21.730219,21.000772,19.776224,20.48198,18.532011,19.042597,18.968853,20.333544,20.857893,21.03517,20.123064,21.151316,22.158258,20.310629,21.62248,21.464785,25.022873,20.614693,26.65754,23.349524,21.9428,21.78192,22.370193,21.98391,21.665186,24.003897,24.213243,24.509119,21.776123,23.193367,22.167334,22.523066,23.671202,21.724886,26.437927,26.756357,27.512917,29.29046,28.944685,28.423729,28.82778,28.68873,26.396807,27.878069,27.402473,30.788025,28.554464,29.483192,30.802109,29.991274,26.791445,27.096695,28.687487,30.261856,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 332500)
26280,19.280329,18.58642,18.58642,19.52942,22.7258,19.924065,21.583261,20.902,19.687933,20.407324,18.37892,18.906412,18.904882,20.190496,20.740282,20.884836,19.955399,21.05515,22.070337,20.213264,21.529688,21.393454,24.909569,20.574448,26.585321,23.314964,21.800621,21.665678,22.220945,21.887201,21.566284,23.8376,24.099375,24.459007,21.65483,23.159693,22.043024,22.378479,23.569817,21.662603,26.38247,26.666502,27.475714,29.190382,28.862814,28.464478,28.722534,28.65336,26.351479,27.791136,27.269485,30.709084,28.490501,29.365255,30.714636,29.935936,26.687212,27.044205,28.638815,30.219954,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 327500)
26281,19.288086,18.549982,18.549982,19.538734,22.693186,19.91839,21.525934,20.90135,19.664072,20.382835,18.367268,18.883936,18.910334,20.130861,20.722319,20.867884,19.953138,21.052446,22.06,20.204407,21.485449,21.324715,24.883905,20.563698,26.624207,23.334885,21.745071,21.754618,22.148956,21.854156,21.63961,23.871672,24.094381,24.549582,21.60647,23.175428,22.039629,22.285978,23.56912,21.608568,26.44152,26.68004,27.518545,29.232697,28.876245,28.492937,28.740402,28.574432,26.400236,27.831324,27.255402,30.732996,28.560137,29.3057,30.76915,29.928614,26.681396,27.135489,28.615015,30.271292,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 322500)
26282,19.144835,18.367775,18.367775,19.360136,22.454102,19.69959,21.328726,20.660873,19.435194,20.080557,18.211952,18.704573,18.681326,19.88433,20.529373,20.697283,19.74846,20.83878,21.84831,19.968494,21.272787,21.099684,24.617622,20.367289,26.434992,23.181374,21.59996,21.581787,21.959879,21.57931,21.42642,23.622917,23.848654,24.325354,21.402338,22.948233,21.845886,22.062696,23.380836,21.356583,26.346567,26.493835,27.304628,29.04598,28.633776,28.231644,28.507814,28.29822,26.263247,27.681152,27.09294,30.472313,28.373346,29.082064,30.602488,29.700857,26.455933,27.0202,28.461405,30.154581,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 317500)
26283,18.459732,17.640066,17.640066,18.641867,21.648827,18.938837,20.578547,19.880459,18.684,19.298952,17.47688,17.936049,17.951326,19.12953,19.784628,19.951746,19.003302,20.114603,21.083538,19.210443,20.499098,20.334463,23.83465,19.554333,25.652082,22.480032,20.768255,20.798616,21.212435,20.789145,20.696909,22.81988,23.025953,23.616804,20.661654,22.20192,21.066595,21.382849,22.654184,20.62764,25.647272,25.77318,26.562475,28.329218,27.87397,27.5289,27.669075,27.591223,25.555277,26.945566,26.315195,29.701273,27.600754,28.348068,29.836046,29.018623,25.672071,26.308388,27.648176,29.45862,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 312500)
26284,18.857477,17.993063,17.993063,19.030046,22.017426,19.212402,20.932123,20.24419,19.014233,19.653702,17.790506,18.258507,18.315645,19.478184,20.152534,20.31414,19.31972,20.481764,21.526754,19.607088,20.849884,20.703709,24.22862,19.89322,26.034254,22.880808,21.108202,21.193235,21.60246,21.17393,21.069008,23.221106,23.357397,24.06355,21.029116,22.60142,21.397623,21.793688,23.013685,20.988594,25.99288,26.204088,26.964071,28.719286,28.317682,27.955633,28.036163,28.014856,25.998001,27.365946,26.70371,30.188675,28.003128,28.803568,30.228876,29.462023,26.101759,26.690401,28.152334,29.909101,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 307500)
26285,19.195925,18.255373,18.255373,19.357077,22.369522,19.481184,21.252203,20.533726,19.289076,19.950499,18.051481,18.49858,18.587236,19.803316,20.482803,20.62783,19.58433,20.771261,21.855623,19.886452,21.103346,20.972227,24.585197,20.159817,26.371977,23.175463,21.446634,21.54132,21.89334,21.468872,21.32538,23.556067,23.629782,24.381027,21.380533,22.929132,21.701414,22.147272,23.3473,21.258753,26.222725,26.52286,27.26097,29.050812,28.705765,28.320656,28.400604,28.329847,26.33137,27.726748,27.111153,30.514997,28.297394,29.118118,30.50499,29.813383,26.424232,26.985868,28.543116,30.268713,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 302500)
26286,19.346949,18.350851,18.350851,19.484365,22.470108,19.59758,21.36857,20.651419,19.383705,20.095064,18.16844,18.573858,18.702578,19.957941,20.676788,20.707151,19.671644,20.88141,22.010803,19.99488,21.25588,21.078194,24.76178,20.286705,26.567406,23.350243,21.513693,21.705996,21.983572,21.601868,21.421316,23.737778,23.716482,24.52517,21.54019,23.08127,21.869856,22.310913,23.497534,21.325045,26.388474,26.717047,27.399118,29.144297,28.86319,28.557579,28.552238,28.504135,26.483118,27.913452,27.282043,30.65161,28.471853,29.198233,30.645224,29.961061,26.585558,27.163767,28.697485,30.43434,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 297500)
26287,19.327555,18.285044,18.285044,19.418253,22.383097,19.536446,21.28982,20.624441,19.288973,20.104753,18.122032,18.517527,18.64828,19.88471,20.697195,20.637064,19.604506,20.826693,21.973694,19.95246,21.260612,21.054802,24.699102,20.254152,26.5448,23.354288,21.41094,21.653013,21.903353,21.531427,21.359201,23.740004,23.662796,24.546953,21.536394,23.049461,21.830765,22.264244,23.429537,21.233469,26.424698,26.687891,27.33481,29.044312,28.808157,28.522161,28.533949,28.53952,26.457102,27.915045,27.200068,30.63326,28.488443,29.125044,30.623316,29.96576,26.56544,27.182465,28.621817,30.424744,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 292500)
26288,19.082222,18.008287,18.008287,19.109568,22.060724,19.245316,21.001549,20.341871,18.968496,19.813192,17.83856,18.231066,18.378622,19.58151,20.417849,20.346224,19.323683,20.57562,21.693998,19.67347,20.95462,20.764177,24.387215,19.962585,26.213812,23.116493,21.143389,21.416092,21.602936,21.218184,21.062134,23.476128,23.361092,24.206154,21.270784,22.722746,21.497583,21.99724,23.103659,20.945559,26.193804,26.369875,27.025034,28.799833,28.548513,28.249517,28.31376,28.222757,26.183733,27.644455,26.91958,30.393675,28.221573,28.794548,30.36016,29.672098,26.303116,26.963821,28.347456,30.164595,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 287500)
26289,19.176619,18.073545,18.073545,19.120481,22.070475,19.252935,21.048496,20.379679,18.948076,19.862953,17.85787,18.23195,18.416338,19.619385,20.471548,20.37705,19.419348,20.63933,21.71655,19.698568,21.049328,20.818375,24.365057,20.074356,26.263449,23.209723,21.22885,21.514975,21.661474,21.264145,21.054731,23.518156,23.384766,24.203695,21.331934,22.792376,21.579582,22.063723,23.170527,20.920935,26.255499,26.445562,27.086271,28.865631,28.593409,28.354767,28.39762,28.321379,26.265564,27.75385,26.978586,30.50347,28.313082,28.894094,30.429642,29.723112,26.38043,27.004534,28.389526,30.234507,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 282500)
26290,19.383196,18.221155,18.221155,19.264635,22.22177,19.383162,21.244543,20.553968,19.100418,20.011316,18.033178,18.375664,18.532326,19.747269,20.646263,20.605543,19.563868,20.791079,21.859003,19.815546,21.196722,21.012865,24.4918,20.279144,26.426743,23.347704,21.405218,21.780233,21.880579,21.461329,21.289408,23.655886,23.56775,24.302567,21.482801,23.035467,21.85467,22.29515,23.362808,21.047829,26.422674,26.6865,27.259138,29.01101,28.781912,28.546143,28.585257,28.536247,26.543337,28.004318,27.191315,30.772285,28.53334,29.186953,30.61663,29.938013,26.612165,27.218996,28.560165,30.435076,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 277500)
26291,19.433636,18.265371,18.265371,19.332476,22.313868,19.436897,21.311321,20.632689,19.175941,20.114822,18.123663,18.46807,18.628931,19.861582,20.751842,20.68125,19.59179,20.934252,21.922968,19.865202,21.351545,21.07621,24.529236,20.342997,26.464922,23.346315,21.39914,21.883512,21.966208,21.627436,21.397781,23.777138,23.659525,24.510553,21.5334,23.14182,21.989187,22.324936,23.396942,21.05613,26.475891,26.852318,27.298035,29.063677,28.910156,28.668352,28.75387,28.636457,26.674032,28.127375,27.38339,30.920725,28.608625,29.289148,30.706476,30.023935,26.744783,27.313223,28.61193,30.527771,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 272500)
26292,19.519869,18.282701,18.282701,19.357048,22.355947,19.443329,21.371561,20.656168,19.193678,20.140379,18.173536,18.456343,18.672464,19.870384,20.836897,20.64895,19.605646,21.01728,21.975136,19.918886,21.378546,21.115671,24.517273,20.336142,26.561928,23.424078,21.393465,21.923944,21.984352,21.61923,21.424875,23.78623,23.59256,24.525473,21.554823,23.190971,22.04683,22.333427,23.450071,21.00006,26.472155,26.87139,27.29814,29.129309,28.987167,28.744751,28.841333,28.70257,26.736513,28.223427,27.445772,30.98614,28.665102,29.352203,30.798018,30.10119,26.843668,27.330292,28.661589,30.61647,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 267500)
26293,19.490349,18.258352,18.258352,19.343485,22.29053,19.347189,21.35169,20.568148,19.108255,20.070198,18.11937,18.400902,18.58361,19.80504,20.817701,20.630861,19.586271,20.99955,21.902102,19.903292,21.30456,21.101555,24.425507,20.21665,26.462412,23.35053,21.296879,21.930878,21.963564,21.611664,21.419062,23.765678,23.51709,24.489756,21.502542,23.18197,21.943977,22.311005,23.401978,20.96122,26.386248,26.837097,27.195955,29.026245,28.915155,28.7003,28.793268,28.635391,26.674635,28.150316,27.434698,30.927088,28.598207,29.303244,30.708883,30.01391,26.780165,27.304869,28.61779,30.542185,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 262500)
26294,19.162363,17.904764,17.904764,18.989985,21.88413,18.970339,20.978638,20.241903,18.750753,19.688135,17.753298,18.037342,18.233358,19.41717,20.47212,20.278673,19.277609,20.673016,21.53917,19.571487,20.916822,20.746847,24.049408,19.86128,26.11518,23.013227,20.888922,21.598404,21.575113,21.323195,21.027578,23.43374,23.18013,24.133398,21.15919,22.861784,21.619293,22.000883,23.039246,20.64027,26.046213,26.492796,26.877378,28.615143,28.55812,28.325377,28.429825,28.201635,26.33904,27.795229,27.12063,30.586306,28.21726,28.969889,30.351889,29.635458,26.413939,27.00012,28.29278,30.192162,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 257500)
26295,19.256264,18.008322,18.008322,19.086382,21.966108,19.058624,21.105257,20.37745,18.867489,19.74308,17.846603,18.125742,18.333488,19.49016,20.57795,20.359629,19.381357,20.771463,21.591629,19.653532,20.997202,20.797762,24.142485,19.956434,26.261583,23.189844,21.026869,21.724485,21.692238,21.423426,21.12229,23.53212,23.302519,24.241415,21.256836,22.992964,21.746542,22.112259,23.158669,20.739614,26.093054,26.589556,27.011627,28.707254,28.712534,28.433243,28.513647,28.326195,26.501688,27.973917,27.243515,30.68957,28.371832,29.0852,30.461136,29.754074,26.537016,27.198296,28.477972,30.366415,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 252500)
26296,19.345037,18.206274,18.206274,19.218287,22.107195,19.19421,21.288698,20.559172,19.062977,19.884796,18.021431,18.282759,18.488752,19.663788,20.759783,20.478361,19.517096,20.910965,21.737204,19.800575,21.116072,20.963142,24.242851,20.030397,26.469263,23.39372,21.224297,21.896105,21.856813,21.527344,21.22319,23.680542,23.449072,24.40686,21.372047,23.137787,21.898558,22.230614,23.319542,20.891676,26.216522,26.751205,27.180471,28.876806,28.896095,28.558037,28.680899,28.488993,26.715998,28.163225,27.412691,30.851324,28.513618,29.179932,30.646032,29.92366,26.713991,27.4374,28.634619,30.585032,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 247500)
26297,19.40817,18.251684,18.251684,19.262007,22.105797,19.196505,21.333862,20.601341,19.139568,19.963762,18.046812,18.279228,18.540709,19.766722,20.809464,20.491207,19.524961,20.949755,21.758627,19.81206,21.117754,21.049486,24.295305,20.054998,26.607697,23.411049,21.251202,21.962898,21.84118,21.515657,21.253971,23.729979,23.423223,24.440088,21.443514,23.122255,21.882553,22.236359,23.372885,20.96628,26.245794,26.815613,27.194937,28.859777,28.950905,28.652786,28.787645,28.566862,26.8458,28.18547,27.47608,30.943502,28.514856,29.274979,30.701996,29.95667,26.782537,27.545061,28.675417,30.656387,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(452500, 242500)
