,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2021,X2022,X2023,X2024,X2025,X2026,X2027,X2028,X2029,X2030,X2031,X2032,X2033,X2034,X2035,X2036,X2037,X2038,X2039,X2040,X2061,X2062,X2063,X2064,X2065,X2066,X2067,X2068,X2069,X2070,X2071,X2072,X2073,X2074,X2075,X2076,X2077,X2078,X2079,X2080,OBJECTID,CTRY20CD,CTRY20NM,BNG_E,BNG_N,LONG,LAT,Shape__Are,Shape__Len,geometry,
18277,18.965265,18.458035,18.458035,18.978447,20.48941,18.575483,20.9835,19.82274,19.127169,19.748894,17.714417,17.906664,17.960688,19.281292,20.519524,19.880564,19.353079,21.074247,20.335928,19.643524,20.663671,20.691912,23.549006,19.350782,25.386978,21.922628,20.667582,21.096584,21.22132,20.9782,20.500708,23.072975,22.31013,23.36873,21.033998,22.352547,21.145823,21.01285,23.054178,20.654526,25.702538,25.548302,25.792864,28.146898,27.79922,26.561157,28.385359,27.101479,25.421616,27.563025,26.4191,29.497728,27.033495,28.794352,28.362886,28.915762,25.885843,26.89269,28.219421,29.412384,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(287500, 82500)
18278,19.317694,18.758574,18.758574,19.281637,20.682344,18.904688,21.31668,20.121098,19.475187,20.069273,18.017614,18.266573,18.20083,19.619194,20.85372,20.222998,19.745039,21.298445,20.54077,19.912481,21.093536,21.070734,23.8659,19.76079,25.618128,22.316454,21.081125,21.485159,21.36274,21.284622,20.835844,23.381998,22.644388,23.798979,21.375788,22.69969,21.517593,21.407213,23.3547,21.043577,26.111002,25.942682,26.062174,28.329437,28.006914,26.715439,28.737677,27.360826,25.724798,27.821035,26.83856,29.764185,27.301634,29.006714,28.698334,29.084732,26.361753,27.236685,28.477633,29.7712,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(287500, 77500)
18279,19.629038,18.997423,18.997423,19.517387,20.78779,19.149515,21.520864,20.373417,19.755798,20.334932,18.323496,18.580126,18.483675,19.863195,21.106764,20.383066,19.996897,21.468544,20.786688,20.081503,21.464117,21.296858,24.076057,20.094275,25.805021,22.62256,21.453157,21.867388,21.555344,21.559347,21.040596,23.503927,22.86202,24.0721,21.62845,22.880325,21.790834,21.651785,23.566053,21.476105,26.289839,26.121569,26.139742,28.48384,28.051176,26.822721,28.777626,27.553848,25.897308,27.922365,27.111517,29.818357,27.361006,28.99175,28.804846,29.250387,26.720123,27.543665,28.6048,29.931585,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(287500, 72500)
18280,19.321024,18.719166,18.719166,19.245214,20.449806,18.84852,21.176191,20.106382,19.429111,20.073484,18.007406,18.27859,18.283081,19.58388,20.819185,20.020487,19.675219,21.222872,20.525976,19.79045,21.260437,21.100103,23.77215,19.823545,25.400864,22.355385,21.216734,21.609056,21.195757,21.331842,20.724985,23.202845,22.534096,23.836731,21.287924,22.594772,21.46377,21.415245,23.238195,21.145506,25.901323,25.757616,25.710243,28.065691,27.550451,26.49701,28.307611,27.262136,25.528837,27.543314,26.780016,29.463179,26.913797,28.449976,28.409576,28.652292,26.45627,27.302177,28.173187,29.531607,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(287500, 67500)
18281,18.981733,18.406988,18.406988,18.902029,20.071602,18.58843,20.723236,19.78112,19.018555,19.736422,17.691557,18.014372,18.016954,19.253702,20.426294,19.64654,19.406723,20.807259,20.234,19.330881,21.062063,20.847578,23.245613,19.540567,25.023203,22.004293,20.965445,21.289114,20.767992,21.032492,20.391823,22.760248,22.260277,23.543695,20.983591,22.184326,21.052681,21.065859,22.786554,20.823072,25.475365,25.298422,25.188711,27.4767,26.976318,25.827782,27.621832,26.859995,25.071817,27.025848,26.260767,28.846863,26.338808,27.71598,27.805136,28.001587,26.041983,26.956482,27.676397,29.009344,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(287500, 62500)
18282,19.096258,18.578438,18.578438,19.00841,20.14573,18.736795,20.916386,19.909813,19.173927,19.934105,17.839231,18.174006,18.244555,19.4153,20.619463,19.86718,19.61628,20.968782,20.36702,19.43854,21.214361,21.040487,23.43809,19.670492,25.212318,22.059011,21.201487,21.386642,20.86263,21.24511,20.475069,22.844574,22.367165,23.741486,21.107618,22.373833,21.246574,21.199575,22.92492,20.93202,25.628181,25.364584,25.324568,27.45643,27.068651,25.85627,27.744562,26.937622,25.18017,27.028809,26.265615,28.91228,26.371256,27.627623,27.841063,27.971428,26.13648,26.97672,27.768244,29.123453,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(287500, 57500)
18508,18.11807,17.439802,17.439802,18.031527,19.848425,17.723593,20.172752,18.996412,18.243902,19.05234,17.181274,17.146004,17.477226,18.733759,18.740423,19.116127,18.339943,19.684216,19.478254,18.555481,19.273659,19.558456,22.789812,18.221899,23.322672,20.62915,19.598236,20.271616,20.446943,20.250399,19.606619,21.674286,21.083704,21.226925,19.584122,20.703753,19.974617,19.942614,21.185854,19.581774,23.676172,23.565771,23.737642,25.494764,25.604774,24.897165,26.163704,25.433435,22.907991,25.71464,23.903513,27.117102,24.826447,25.987137,26.095016,27.72506,23.427668,24.34749,25.742662,26.63501,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(292500, 147500)
18509,17.737793,16.990326,16.990326,17.560423,19.484705,17.242928,19.710585,18.57652,17.900064,18.523077,16.627686,16.654287,16.911432,18.286024,18.591845,18.698675,17.860878,19.456535,19.14995,18.045862,18.954992,19.059546,22.472208,17.78964,23.314325,20.307337,19.165386,19.84332,20.025694,19.755669,19.226332,21.427591,20.723326,21.244354,19.349688,20.434202,19.603914,19.559088,20.994608,19.260626,23.60968,23.52507,23.625025,25.699991,25.604654,24.96811,26.266699,25.342852,23.013649,25.475288,23.902098,27.404562,24.863237,26.089302,26.34611,27.572268,23.54155,24.479536,25.691124,26.841036,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(292500, 142500)
18510,17.241884,16.522339,16.522339,17.122932,19.128653,16.74553,19.310246,18.078268,17.349375,18.03335,16.066229,16.127455,16.358429,17.779085,18.384838,18.135765,17.46425,19.231163,18.705606,17.64754,18.651333,18.561226,22.290026,17.256533,23.316725,20.011961,18.720606,19.368994,19.532248,19.203016,18.753094,21.119104,20.269215,21.203442,19.028292,20.131409,19.17811,19.190435,20.73066,18.751143,23.239084,23.319647,23.437765,25.852829,25.531372,25.054306,26.208445,25.125555,23.05448,25.292582,23.821154,27.593119,24.797089,26.214624,26.464857,27.29422,23.410324,24.605024,25.580566,26.898535,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(292500, 137500)
18511,17.278412,16.65452,16.65452,17.236647,19.375952,16.80379,19.499357,18.105858,17.359055,18.01074,16.097975,16.207262,16.398863,17.778961,18.594446,18.23504,17.538054,19.374062,18.797697,17.770943,18.737741,18.709703,22.440557,17.282404,23.637354,20.163465,18.847992,19.441166,19.640799,19.252886,18.78552,21.289223,20.400517,21.384691,19.074852,20.298037,19.350866,19.265587,20.86496,18.833265,23.357653,23.555368,23.646723,26.208221,25.879522,25.258596,26.604551,25.335505,23.341074,25.646498,24.003363,27.825445,25.05842,26.663393,26.785257,27.562134,23.585197,24.939064,25.76943,27.263369,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(292500, 132500)
18512,17.924055,17.3405,17.3405,17.898436,20.102438,17.46078,20.242779,18.78463,17.979897,18.703287,16.750137,16.844831,17.009214,18.386812,19.31313,18.921034,18.168303,20.090673,19.532837,18.512857,19.465437,19.441647,23.216751,17.979437,24.524797,20.898476,19.523882,20.128405,20.337038,19.905632,19.416605,22.055656,21.09201,22.157745,19.722776,21.04256,20.10126,19.98794,21.65422,19.50824,24.08637,24.377817,24.50482,27.036478,26.829725,25.96131,27.532324,26.15357,24.193384,26.571259,24.76885,28.684395,25.918558,27.577255,27.652987,28.369675,24.39737,25.769094,26.663193,28.19127,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(292500, 127500)
18513,18.343637,17.776213,17.776213,18.32454,20.492174,17.883806,20.593153,19.216269,18.373304,19.1557,17.191965,17.282652,17.419159,18.752329,19.738464,19.320976,18.58843,20.48095,19.969063,18.968878,19.89539,19.84732,23.640799,18.440971,24.981375,21.324806,19.88302,20.561865,20.76837,20.319939,19.796494,22.514261,21.579897,22.591751,20.163832,21.527578,20.51903,20.445938,22.182076,19.92465,24.677835,24.884165,25.101768,27.562502,27.439001,26.423132,28.106558,26.632078,24.731857,27.126265,25.262777,29.218409,26.405472,28.157549,28.120308,28.965414,24.842651,26.229528,27.215485,28.762938,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(292500, 122500)
18514,18.240396,17.764158,17.764158,18.296335,20.401491,17.832413,20.487396,19.222458,18.29013,19.145401,17.11863,17.186323,17.34176,18.649694,19.684248,19.251982,18.577192,20.494883,19.913996,19.01523,19.843307,19.863367,23.660675,18.40737,24.97848,21.283644,19.847689,20.532057,20.780031,20.278769,19.764114,22.524935,21.58732,22.637192,20.115545,21.562744,20.452276,20.45636,22.219217,19.841732,24.815321,24.93662,25.232046,27.479149,27.501978,26.362112,28.165817,26.68867,24.746725,27.091436,25.34266,29.216883,26.446962,28.252703,28.140152,28.946962,24.854279,26.192236,27.278303,28.74945,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(292500, 117500)
18515,18.499647,18.0711,18.0711,18.531633,20.594366,18.067266,20.79711,19.443613,18.548464,19.33742,17.366648,17.455475,17.55844,18.84786,19.997055,19.493082,18.813816,20.711031,20.152346,19.28442,20.027536,20.114725,23.815056,18.681509,25.243269,21.578928,20.118782,20.790712,21.09167,20.50499,20.018175,22.76211,21.834703,22.864578,20.363188,21.880651,20.683754,20.698729,22.481676,20.065622,25.041555,25.193604,25.554274,27.782866,27.780762,26.492111,28.345678,27.041151,24.979935,27.391836,25.655222,29.443048,26.683472,28.520815,28.353264,29.22908,25.119455,26.374687,27.61998,29.06014,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(292500, 112500)
18516,18.774454,18.371218,18.371218,18.787504,20.7701,18.302315,21.090147,19.72313,18.86174,19.649595,17.552338,17.730238,17.773596,19.100569,20.347963,19.728088,19.14462,21.058027,20.424301,19.587408,20.344633,20.371187,24.1277,18.994856,25.590837,21.895044,20.383741,21.111435,21.388527,20.766634,20.297335,23.08829,22.168242,23.232,20.632467,22.257444,20.998674,20.948233,22.82821,20.299006,25.410604,25.552412,25.925642,28.130915,28.091509,26.784883,28.697882,27.328299,25.287712,27.736618,26.066278,29.743124,27.005728,28.840567,28.589178,29.436651,25.466866,26.743088,27.987604,29.382975,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(292500, 107500)
18517,19.271967,18.761618,18.761618,19.253515,21.094522,18.76665,21.5167,20.163944,19.37072,20.20997,17.969025,18.182907,18.199423,19.562223,20.850237,20.197475,19.680445,21.547934,20.84226,20.063171,20.898165,20.915869,24.511452,19.542498,26.048418,22.388605,20.85588,21.633238,21.861969,21.22289,20.733648,23.620644,22.637583,23.769121,21.19008,22.772814,21.469942,21.367025,23.347544,20.829332,25.93724,26.027588,26.427874,28.602072,28.569763,27.259153,29.157288,27.772116,25.804588,28.234201,26.643484,30.185099,27.529215,29.262522,28.970709,29.864752,25.968048,27.158792,28.523405,29.856676,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(292500, 102500)
18518,19.74729,19.151337,19.151337,19.669897,21.365723,19.175285,21.923029,20.575476,19.821608,20.675253,18.377365,18.60581,18.638498,19.928553,21.204214,20.598427,20.079582,21.90963,21.162796,20.455238,21.332693,21.3874,24.651972,20.053495,26.435217,22.761497,21.233482,22.059591,22.263525,21.663254,21.160398,24.034403,23.065138,24.123102,21.6837,23.067678,21.9089,21.787989,23.839685,21.299324,26.471237,26.398275,26.862648,28.980621,28.953867,27.608831,29.443098,28.100103,26.195847,28.608633,27.010338,30.441757,27.932783,29.616035,29.212234,30.115623,26.394226,27.470474,28.932455,30.246284,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(292500, 97500)
18519,19.759703,19.158024,19.158024,19.68056,21.247454,19.166,21.724518,20.51325,19.802513,20.539917,18.388777,18.635221,18.65516,19.873518,21.100687,20.510141,20.101889,21.704626,21.146875,20.328863,21.282598,21.312023,24.286432,20.022072,26.224722,22.741264,21.258116,22.065351,22.148317,21.671303,21.119879,23.913595,23.058456,23.91437,21.67835,22.954039,21.838882,21.705057,23.634737,21.2873,26.301598,26.201792,26.62326,28.790817,28.76182,27.417494,29.125074,27.908356,26.009806,28.48197,26.934305,30.176712,27.754171,29.476265,28.929016,29.784689,26.342224,27.370169,28.938238,30.180702,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(292500, 92500)
18520,19.513678,18.921165,18.921165,19.415045,20.833036,18.931824,21.377432,20.268839,19.59256,20.223038,18.224659,18.41252,18.395002,19.605844,20.922272,20.24459,19.886156,21.32586,20.827948,19.95189,21.014627,21.087362,23.791656,19.824194,25.854958,22.55706,21.104366,21.797846,21.749262,21.341574,20.950193,23.486069,22.783365,23.584799,21.469954,22.683876,21.597113,21.41746,23.311285,21.1056,25.946089,25.940895,26.104132,28.410788,28.41742,26.946325,28.584719,27.545174,25.700262,28.165575,26.690582,29.705637,27.45752,29.085861,28.586416,29.360437,26.196157,27.20492,28.486258,29.954966,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(292500, 87500)
18521,18.895655,18.350931,18.350931,18.81106,20.179665,18.397707,20.665865,19.656446,18.997091,19.604845,17.582258,17.823578,17.748285,19.00785,20.232592,19.613417,19.273626,20.701792,20.113268,19.353289,20.493425,20.583742,23.125977,19.296213,25.051615,21.885363,20.510866,21.026842,20.968521,20.738754,20.332283,22.71705,22.151922,23.102692,20.927076,22.118658,20.953829,20.846771,22.75157,20.537601,25.394463,25.34217,25.440542,27.645723,27.565226,26.168266,27.875238,26.694132,25.0829,27.297403,26.121567,29.056913,26.731852,28.332571,27.927832,28.39591,25.730982,26.62297,27.776072,29.16485,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(292500, 82500)
18522,18.644438,18.133848,18.133848,18.558647,19.87895,18.19325,20.397062,19.434084,18.750322,19.378586,17.375116,17.63472,17.529373,18.854582,20.05985,19.453024,19.083475,20.423315,19.868643,19.102386,20.420626,20.437876,22.88819,19.182217,24.68157,21.68949,20.418573,20.851158,20.635902,20.566,20.097013,22.448217,21.963266,23.0774,20.76354,21.898954,20.74408,20.712591,22.587393,20.442879,25.21052,25.092188,25.126696,27.303587,27.129568,25.691828,27.656364,26.471457,24.855576,26.89649,25.95268,28.747503,26.411695,27.93525,27.794664,28.014502,25.677866,26.462158,27.509369,28.875137,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(292500, 77500)
18524,19.074419,18.554092,18.554092,18.947756,20.029703,18.660213,20.679844,19.851997,19.186949,19.794046,17.787752,18.103617,18.077614,19.211678,20.411108,19.68004,19.492064,20.827028,20.28347,19.449057,21.124937,20.944921,23.321762,19.783522,24.854279,22.17483,20.973188,21.437088,20.856699,21.132486,20.44236,22.746561,22.303263,23.63916,21.166739,22.305313,21.153076,21.161377,22.992022,21.00186,25.599182,25.387838,25.30207,27.450312,27.043127,25.85759,27.81726,26.73688,25.136435,27.002241,26.367117,28.91522,26.539375,27.651056,27.810333,27.872637,26.234344,26.987627,27.5799,29.06925,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(292500, 67500)
18678,15.820806,15.684262,15.684262,16.51851,18.734016,16.540949,17.7096,17.465374,16.889732,17.050419,15.713271,16.139322,15.715316,17.629457,16.535547,17.779081,17.417463,17.649857,17.544176,17.008612,17.574158,17.99277,21.005896,16.461096,20.565998,19.247015,18.200205,18.522226,18.489138,18.74324,17.788467,19.624945,19.305819,19.281672,18.173689,18.61067,18.279013,18.237104,18.9624,18.616251,21.76885,20.638079,21.805862,22.465387,23.384703,23.979881,23.248846,23.333883,19.538689,22.20585,22.174128,24.019447,21.930449,23.37799,22.36953,24.424599,20.703077,20.550896,23.70363,23.318392,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(297500, 517500)
18679,15.777888,15.603816,15.603816,16.403774,18.71653,16.418285,17.568823,17.366823,16.86061,17.053854,15.710224,16.04412,15.612942,17.550528,16.40854,17.595568,17.323805,17.612207,17.426504,16.916094,17.461237,17.90254,21.03907,16.410475,20.443125,19.151482,18.112734,18.393324,18.349209,18.637545,17.797422,19.587645,19.122252,19.162102,18.087563,18.588772,18.230955,18.171747,18.938974,18.587606,21.695833,20.553984,21.743578,22.394773,23.301096,23.90766,23.224745,23.351423,19.474482,22.200766,22.178032,23.965607,21.84661,23.284964,22.164917,24.55391,20.667145,20.406853,23.689672,23.284233,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(297500, 512500)
18753,18.399384,17.677126,17.677126,18.274817,20.154879,17.969477,20.389565,19.254177,18.65068,19.268671,17.326422,17.32369,17.597116,19.001234,19.287138,19.397488,18.599138,20.098541,19.795378,18.753801,19.685883,19.828032,23.146399,18.530657,23.934244,20.968023,19.826551,20.619043,20.7255,20.457003,19.913393,22.113144,21.43319,21.851572,20.02772,21.159187,20.330492,20.293037,21.66651,19.929926,24.230171,24.214785,24.188139,26.283445,26.177526,25.508392,26.845314,25.988647,23.624697,26.17663,24.520906,27.918142,25.525927,26.666628,26.871168,28.104248,24.18049,25.101814,26.294737,27.41848,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(297500, 142500)
18754,17.387968,16.637535,16.637535,17.234556,19.188025,16.901022,19.370644,18.168055,17.495914,18.1626,16.207119,16.264452,16.489855,17.918516,18.448456,18.257212,17.586893,19.303732,18.837906,17.776915,18.755503,18.730314,22.333536,17.401329,23.335587,20.125397,18.822638,19.562757,19.665052,19.330421,18.901493,21.228657,20.394701,21.297228,19.144747,20.291435,19.34066,19.305555,20.8448,18.884897,23.390284,23.370773,23.42869,25.785944,25.54032,25.00194,26.225046,25.144354,23.069147,25.30266,23.821299,27.516851,24.868753,26.197104,26.469759,27.348959,23.489107,24.60212,25.559334,26.91455,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(297500, 137500)
18755,17.112057,16.489374,16.489374,17.091906,19.16303,16.679022,19.250517,17.939756,17.21341,17.895262,15.959648,16.039835,16.254854,17.660887,18.413912,18.077044,17.391129,19.241207,18.664011,17.639524,18.625687,18.545313,22.284357,17.154806,23.46502,20.074112,18.69023,19.337927,19.483116,19.125372,18.689219,21.139711,20.251646,21.291868,18.98084,20.215414,19.204292,19.151453,20.747795,18.66545,23.26164,23.439352,23.485296,26.006012,25.75974,25.213812,26.370718,25.197153,23.151255,25.450602,23.876963,27.636292,24.974482,26.516336,26.654129,27.34075,23.490469,24.83278,25.626535,27.108772,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(297500, 132500)
18756,17.799616,17.222841,17.222841,17.783648,19.955475,17.336573,20.061316,18.681139,17.889399,18.644678,16.604485,16.721289,16.903831,18.305729,19.227682,18.820183,18.081804,20.029047,19.434938,18.439093,19.423674,19.30588,23.166039,17.892263,24.456802,20.864767,19.414007,20.071112,20.238579,19.831062,19.348898,22.014618,21.008478,22.085634,19.672312,21.042797,19.99389,19.943748,21.604895,19.374243,24.045359,24.367887,24.495794,26.992117,26.71718,25.967997,27.475828,26.114206,24.11862,26.513556,24.786264,28.565535,25.893753,27.535025,27.637794,28.274675,24.391916,25.778084,26.64501,28.174194,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(297500, 127500)
18757,18.398844,17.864735,17.864735,18.397482,20.555517,17.91582,20.647509,19.286825,18.488329,19.278578,17.210136,17.335375,17.46943,18.836649,19.84304,19.396917,18.67868,20.620075,20.043127,19.09871,19.981834,19.907293,23.750772,18.551073,25.126913,21.519915,19.941437,20.670729,20.866869,20.423067,19.912474,22.673677,21.672262,22.767859,20.271185,21.731018,20.641348,20.563799,22.307793,19.984922,24.848251,25.063253,25.287027,27.73474,27.533546,26.568064,28.266922,26.82356,24.880953,27.285246,25.464182,29.312483,26.559061,28.324585,28.351683,29.080826,25.051397,26.412191,27.37412,29.001871,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(297500, 122500)
18758,18.399658,17.92489,17.92489,18.433332,20.53502,17.972643,20.62356,19.315657,18.482368,19.292091,17.245821,17.334259,17.47022,18.79437,19.879555,19.41857,18.778435,20.654596,20.04811,19.176903,20.007872,20.010695,23.778864,18.590502,25.15526,21.5246,19.982634,20.735838,20.894241,20.44626,19.922255,22.698053,21.757149,22.881828,20.312918,21.809937,20.65084,20.624395,22.409582,20.008944,24.965017,25.137758,25.425034,27.715994,27.686188,26.590448,28.349684,26.96369,24.9637,27.33107,25.597801,29.383448,26.617002,28.467562,28.416307,29.120125,25.128334,26.435114,27.482386,29.097395,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(297500, 117500)
18759,19.003967,18.55279,18.55279,19.014757,21.058043,18.57916,21.234808,19.905333,19.074034,19.84172,17.816301,17.924002,18.0101,19.338135,20.589672,20.002665,19.367819,21.177841,20.672758,19.785452,20.559912,20.612482,24.28832,19.222502,25.854715,22.154764,20.59488,21.32409,21.548773,20.997154,20.526682,23.266981,22.368301,23.485846,20.906029,22.467234,21.247095,21.203123,23.0768,20.597631,25.606058,25.78169,26.128204,28.454002,28.345886,27.066275,28.922468,27.591314,25.597471,28.026464,26.203375,29.999634,27.272491,29.093018,28.971619,29.824911,25.771128,27.016562,28.184027,29.791296,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(297500, 112500)
18760,18.851595,18.421194,18.421194,18.860361,20.85626,18.399231,21.133575,19.752066,18.915113,19.651773,17.586939,17.803038,17.817284,19.141449,20.437689,19.828413,19.25066,21.04754,20.52755,19.644175,20.416634,20.395351,24.036385,19.097368,25.742508,21.995476,20.459923,21.181189,21.379791,20.823927,20.33465,23.109571,22.271078,23.308836,20.765566,22.304047,21.09931,21.028433,22.94851,20.387934,25.452509,25.648996,26.042503,28.321503,28.132223,26.911215,28.761324,27.345129,25.465704,27.889877,26.097664,29.78807,27.184677,28.905342,28.725021,29.590101,25.630636,26.886156,28.014841,29.588636,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(297500, 107500)
18761,19.178019,18.682981,18.682981,19.1776,21.041586,18.699724,21.374247,20.030905,19.300173,20.00548,17.91002,18.151918,18.126064,19.467056,20.770105,20.145933,19.659883,21.356361,20.78869,19.935568,20.797398,20.81817,24.240591,19.433945,26.01844,22.371109,20.812384,21.545214,21.697393,21.118402,20.61924,23.436117,22.571669,23.611221,21.133276,22.573088,21.407644,21.298925,23.25357,20.753563,25.833055,25.942907,26.389856,28.621943,28.45723,27.208817,28.99177,27.65975,25.764582,28.247221,26.500147,30.03919,27.524061,29.187601,28.935066,29.803864,25.951004,27.13559,28.393717,29.869812,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(297500, 102500)
18762,19.760271,19.203753,19.203753,19.713345,21.428347,19.220707,21.92173,20.608309,19.912836,20.620483,18.43886,18.690832,18.685654,20.020731,21.293535,20.710672,20.28259,21.859314,21.235085,20.451797,21.40106,21.454231,24.592047,20.072939,26.577272,22.869425,21.35031,22.15126,22.221315,21.67798,21.175016,24.03543,23.12015,24.16703,21.738762,23.075949,21.99885,21.839064,23.862099,21.305717,26.46689,26.443657,26.960205,29.072893,29.028101,27.64565,29.444715,28.197786,26.252579,28.759348,27.062166,30.481218,28.055742,29.729141,29.319311,30.168173,26.531815,27.635246,29.042078,30.334967,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(297500, 97500)
18763,19.864649,19.278242,19.278242,19.78923,21.337706,19.261408,21.934898,20.650515,19.976122,20.712309,18.474825,18.735537,18.8087,20.051407,21.290663,20.723152,20.333029,21.868912,21.200983,20.54326,21.448288,21.537207,24.52698,20.153374,26.469719,22.845327,21.380478,22.237404,22.115686,21.78923,21.296175,24.145365,23.18226,24.16591,21.809748,23.140322,22.031336,21.883032,23.910614,21.38218,26.576492,26.342047,26.848383,28.905754,28.94629,27.63446,29.412931,28.0801,26.196161,28.686106,27.16308,30.382528,27.967241,29.758013,29.107483,29.825403,26.554586,27.623466,29.194885,30.34479,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(297500, 92500)
18765,19.636703,19.001337,19.001337,19.48189,20.627268,19.001564,21.170496,20.285263,19.699636,20.477459,18.257261,18.524984,18.369019,19.696037,20.691505,20.301104,20.071276,21.272718,20.740938,20.133194,21.217916,21.319695,23.74601,20.123987,25.522516,22.573317,21.226244,21.828287,21.477783,21.439013,20.983511,23.368307,22.879782,23.901896,21.592026,22.806364,21.652937,21.611643,23.485367,21.271006,26.005129,25.940865,25.902575,27.952461,28.065271,26.708078,28.326395,27.204132,25.520475,27.800783,26.81836,29.552801,27.138641,28.528158,28.34739,28.47941,26.313879,27.175459,28.373304,29.687628,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(297500, 82500)
18919,15.924785,15.722694,15.722694,16.515047,18.882349,16.727024,18.01362,17.538637,16.948732,16.925133,15.827855,16.323883,15.925258,17.67425,16.601042,17.83063,17.573452,17.734123,17.615429,17.11872,17.734264,18.170914,21.083357,16.655527,20.538588,19.36878,18.267206,18.45312,18.59318,18.848654,17.882574,19.79865,19.335089,19.22876,18.254763,18.700056,18.420252,18.343294,19.04461,18.771584,21.911871,20.774942,22.141533,22.487612,23.558264,23.992476,23.395494,23.673569,19.798668,22.407137,22.134249,24.027182,22.003672,23.316544,22.57064,24.682634,21.03817,20.585508,23.796843,23.617332,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(302500, 532500)
18920,15.958375,15.758878,15.758878,16.589869,19.002394,16.759949,18.035797,17.607237,16.99171,17.051346,15.836978,16.333605,15.971591,17.789078,16.727135,17.924797,17.589989,17.867075,17.684282,17.191792,17.768059,18.222702,21.251038,16.66789,20.743666,19.405386,18.293686,18.584738,18.66614,18.890814,17.965322,19.958765,19.419813,19.356215,18.33737,18.78959,18.47997,18.440016,19.13919,18.823465,22.094116,20.88365,22.227774,22.72101,23.76806,24.125193,23.588392,23.846006,19.811808,22.567047,22.286196,24.316496,22.10222,23.573648,22.718863,24.873816,21.080786,20.744476,24.077576,23.808237,1,E92000001,England,394883,370883,-2.07811,53.23497,1.30458E+11,12499153.62,c(302500, 527500)
